Aging cycle,SOH(%),SOC(%),R_int(%),Frequency(Hz),Zmod(Ohm),Zphz(deg),Zreal(Ohm),Zimg(Ohm),OCV(V)
0,100.0,25,0.0,12.400790214538574,0.017171800136566162,-1.5247089862823486,0.017165720462799072,-0.00045690813567489386,3.4998559951782227
0,100.0,25,0.0,9.910149574279785,0.017209399491548538,-1.3839420080184937,0.01720437966287136,-0.00041564134880900383,3.4998559951782227
0,100.0,25,0.0,7.9719390869140625,0.017245100811123848,-1.3142280578613281,0.01724056527018547,-0.0003955266438424587,3.4998559951782227
0,100.0,25,0.0,6.351625919342041,0.017279300838708878,-1.2974259853363037,0.017274871468544006,-0.00039124517934396863,3.4998559951782227
0,100.0,25,0.0,4.9708380699157715,0.017299199476838112,-1.2235050201416016,0.01729525625705719,-0.00036938232369720936,3.4998559951782227
0,100.0,25,0.0,3.9423890113830566,0.017328299582004547,-1.2640650272369385,0.017324082553386688,-0.00038226760807447135,3.4998559951782227
0,100.0,25,0.0,3.1672298908233643,0.017374200746417046,-1.333801031112671,0.01736949384212494,-0.00040442129829898477,3.4998559951782227
0,100.0,25,0.0,2.4854190349578857,0.01743430085480213,-1.4468439817428589,0.017428742721676826,-0.0004402075137477368,3.4998559951782227
0,100.0,25,0.0,1.9711940288543701,0.01748649962246418,-1.5638209581375122,0.01747998595237732,-0.000477214198326692,3.4998559951782227
0,100.0,25,0.0,1.5836149454116821,0.017518799751996994,-1.7431509494781494,0.01751069352030754,-0.0005329048726707697,3.4998559951782227
0,100.0,25,0.0,1.2600810527801514,0.01756889931857586,-1.907768964767456,0.01755916140973568,-0.0005848809378221631,3.4998559951782227
0,100.0,25,0.0,1.0016030073165894,0.017627499997615814,-2.170016050338745,0.017614858224987984,-0.0006674629985354841,3.4998559951782227
0,100.0,25,0.0,0.7971938848495483,0.01770159974694252,-2.423396110534668,0.017685769125819206,-0.000748487887904048,3.4998559951782227
0,100.0,25,0.0,0.6334459185600281,0.017774300649762154,-2.799834966659546,0.017753083258867264,-0.0008682193583808839,3.4998559951782227
0,100.0,25,0.0,0.5029507279396057,0.017872199416160583,-3.1378049850463867,0.017845405265688896,-0.0009782823035493493,3.4998559951782227
0,100.0,25,0.0,0.3985969126224518,0.01798349991440773,-3.620155096054077,0.017947616055607796,-0.0011355069000273943,3.4998559951782227
0,100.0,25,0.0,0.3167229890823364,0.018120499327778816,-4.120852947235107,0.01807365193963051,-0.0013021474005654454,3.4998559951782227
0,100.0,25,0.0,0.2514753043651581,0.018278099596500397,-4.642553806304932,0.018218129873275757,-0.0014794149901717901,3.4998559951782227
0,100.0,25,0.0,0.1996379941701889,0.01845650002360344,-5.27813720703125,0.01837824285030365,-0.0016978251514956355,3.4998559951782227
0,100.0,25,0.0,0.15857580304145813,0.018654899671673775,-5.949055194854736,0.018554432317614555,-0.001933470950461924,3.4998559951782227
0,100.0,25,0.0,0.12600809335708618,0.018881499767303467,-6.705113887786865,0.018752355128526688,-0.0022045923396945,3.4998559951782227
